src,dst,edge_type
TOOL:multimedia::Image-to-Video,TOOL:multimedia::Video-to-Text,tool_to_tool
TOOL:multimedia::Image-to-Video,TOOL:multimedia::Video-to-Audio,tool_to_tool
TOOL:multimedia::Video-to-Audio,TOOL:multimedia::Audio-to-Text,tool_to_tool
TOOL:multimedia::Video-to-Audio,TOOL:huggingface::Audio-to-Audio,tool_to_tool
TOOL:multimedia::Video-to-Audio,TOOL:multimedia::Audio-to-Image,tool_to_tool
TOOL:multimedia::Video-to-Audio,TOOL:multimedia::Audio Noise Reduction,tool_to_tool
TOOL:multimedia::Video-to-Audio,TOOL:huggingface::Audio Classification,tool_to_tool
TOOL:multimedia::Video-to-Audio,TOOL:huggingface::Automatic Speech Recognition,tool_to_tool
TOOL:multimedia::Video-to-Image,TOOL:multimedia::Image-to-Text,tool_to_tool
TOOL:multimedia::Video-to-Image,TOOL:multimedia::Image Search (by Image),tool_to_tool
TOOL:multimedia::Video-to-Image,TOOL:huggingface::Image-to-Image,tool_to_tool
TOOL:multimedia::Video-to-Image,TOOL:huggingface::Image Segmentation,tool_to_tool
TOOL:multimedia::Video-to-Image,TOOL:huggingface::Image-to-Text,tool_to_tool
TOOL:multimedia::Video-to-Image,TOOL:multimedia::Image Colorizer,tool_to_tool
TOOL:multimedia::Video-to-Image,TOOL:huggingface::Depth Estimation,tool_to_tool
TOOL:multimedia::Video-to-Image,TOOL:huggingface::Object Detection,tool_to_tool
TOOL:multimedia::Video-to-Image,TOOL:huggingface::Image Classification,tool_to_tool
TOOL:multimedia::Video-to-Image,TOOL:huggingface::Tabular Classification,tool_to_tool
TOOL:multimedia::Image Stitcher,TOOL:huggingface::Image-to-Image,tool_to_tool
TOOL:multimedia::Image Stitcher,TOOL:multimedia::Image Search (by Image),tool_to_tool
TOOL:multimedia::Image Stitcher,TOOL:huggingface::Image Segmentation,tool_to_tool
TOOL:multimedia::Image Stitcher,TOOL:huggingface::Image-to-Text,tool_to_tool
TOOL:multimedia::Image Stitcher,TOOL:multimedia::Image Colorizer,tool_to_tool
TOOL:multimedia::Image Stitcher,TOOL:multimedia::Image-to-Text,tool_to_tool
TOOL:multimedia::Image Stitcher,TOOL:huggingface::Image Classification,tool_to_tool
TOOL:multimedia::Image Stitcher,TOOL:huggingface::Tabular Classification,tool_to_tool
TOOL:multimedia::Image Stitcher,TOOL:huggingface::Object Detection,tool_to_tool
TOOL:multimedia::Image Stitcher,TOOL:huggingface::Depth Estimation,tool_to_tool
TOOL:multimedia::Image Colorizer,TOOL:huggingface::Image-to-Image,tool_to_tool
TOOL:multimedia::Image Colorizer,TOOL:multimedia::Image Search (by Image),tool_to_tool
TOOL:multimedia::Image Colorizer,TOOL:huggingface::Image-to-Text,tool_to_tool
TOOL:multimedia::Image Colorizer,TOOL:huggingface::Image Classification,tool_to_tool
TOOL:multimedia::Image Colorizer,TOOL:huggingface::Object Detection,tool_to_tool
TOOL:multimedia::Image Colorizer,TOOL:multimedia::Image-to-Text,tool_to_tool
TOOL:multimedia::Image Colorizer,TOOL:huggingface::Depth Estimation,tool_to_tool
TOOL:multimedia::Image Colorizer,TOOL:huggingface::Image Segmentation,tool_to_tool
TOOL:multimedia::Image Colorizer,TOOL:huggingface::Tabular Classification,tool_to_tool
TOOL:multimedia::Image Style Transfer,TOOL:huggingface::Image-to-Image,tool_to_tool
TOOL:multimedia::Image Style Transfer,TOOL:multimedia::Image Colorizer,tool_to_tool
TOOL:multimedia::Image Style Transfer,TOOL:multimedia::Image Search (by Image),tool_to_tool
TOOL:multimedia::Image Style Transfer,TOOL:huggingface::Image-to-Text,tool_to_tool
TOOL:multimedia::Image Style Transfer,TOOL:huggingface::Image Classification,tool_to_tool
TOOL:multimedia::Image Style Transfer,TOOL:huggingface::Image Segmentation,tool_to_tool
TOOL:multimedia::Image Style Transfer,TOOL:huggingface::Object Detection,tool_to_tool
TOOL:multimedia::Image Style Transfer,TOOL:huggingface::Depth Estimation,tool_to_tool
TOOL:multimedia::Image Style Transfer,TOOL:multimedia::Image-to-Text,tool_to_tool
TOOL:multimedia::Image Style Transfer,TOOL:huggingface::Tabular Classification,tool_to_tool
TOOL:multimedia::Video Stabilizer,TOOL:multimedia::Video-to-Image,tool_to_tool
TOOL:multimedia::Video Stabilizer,TOOL:multimedia::Video-to-Text,tool_to_tool
TOOL:multimedia::Video Stabilizer,TOOL:multimedia::Video-to-Audio,tool_to_tool
TOOL:multimedia::Video Speed Changer,TOOL:multimedia::Video Stabilizer,tool_to_tool
TOOL:multimedia::Video Speed Changer,TOOL:multimedia::Video-to-Text,tool_to_tool
TOOL:multimedia::Video Speed Changer,TOOL:multimedia::Video-to-Audio,tool_to_tool
TOOL:multimedia::Video Speed Changer,TOOL:multimedia::Video-to-Image,tool_to_tool
TOOL:multimedia::Video Synchronization,TOOL:multimedia::Video-to-Text,tool_to_tool
TOOL:multimedia::Video Synchronization,TOOL:multimedia::Video-to-Audio,tool_to_tool
TOOL:multimedia::Video Synchronization,TOOL:multimedia::Video-to-Image,tool_to_tool
TOOL:multimedia::Video Synchronization,TOOL:multimedia::Video Stabilizer,tool_to_tool
TOOL:multimedia::Video Voiceover,TOOL:multimedia::Video-to-Text,tool_to_tool
TOOL:multimedia::Video Voiceover,TOOL:multimedia::Video-to-Audio,tool_to_tool
TOOL:multimedia::Video Voiceover,TOOL:multimedia::Video-to-Image,tool_to_tool
TOOL:multimedia::Video Voiceover,TOOL:multimedia::Video Stabilizer,tool_to_tool
TOOL:daily::get_weather,TOOL:daily::book_flight,tool_to_tool
TOOL:daily::get_weather,TOOL:daily::book_car,tool_to_tool
TOOL:daily::get_weather,TOOL:daily::book_hotel,tool_to_tool
TOOL:daily::get_weather,TOOL:daily::get_news_for_topic,tool_to_tool
TOOL:daily::get_weather,TOOL:daily::book_restaurant,tool_to_tool
TOOL:daily::get_weather,TOOL:daily::set_alarm,tool_to_tool
TOOL:daily::get_weather,TOOL:daily::see_doctor_online,tool_to_tool
TOOL:daily::get_weather,TOOL:daily::buy_insurance,tool_to_tool
TOOL:daily::get_weather,TOOL:daily::search_by_engine,tool_to_tool
TOOL:daily::get_news_for_topic,TOOL:multimedia::Topic Generator,tool_to_tool
TOOL:daily::get_news_for_topic,TOOL:daily::attend_meeting_online,tool_to_tool
TOOL:daily::get_news_for_topic,TOOL:daily::organize_meeting_online,tool_to_tool
TOOL:daily::get_news_for_topic,TOOL:multimedia::Text Search,tool_to_tool
TOOL:daily::get_news_for_topic,TOOL:multimedia::Text Sentiment Analysis,tool_to_tool
TOOL:daily::get_news_for_topic,TOOL:daily::share_by_social_network,tool_to_tool
TOOL:daily::get_news_for_topic,TOOL:daily::search_by_engine,tool_to_tool
TOOL:daily::get_news_for_topic,TOOL:multimedia::Keyword Extractor,tool_to_tool
TOOL:daily::get_news_for_topic,TOOL:daily::get_weather,tool_to_tool
TOOL:daily::stock_operation,TOOL:daily::online_banking,tool_to_tool
TOOL:daily::stock_operation,TOOL:daily::software_management,tool_to_tool
TOOL:daily::stock_operation,TOOL:daily::buy_insurance,tool_to_tool
TOOL:daily::stock_operation,TOOL:daily::sell_item_online,tool_to_tool
TOOL:daily::stock_operation,TOOL:daily::order_food_delivery,tool_to_tool
TOOL:daily::stock_operation,TOOL:daily::order_taxi,tool_to_tool
TOOL:daily::stock_operation,TOOL:daily::consult_lawyer_online,tool_to_tool
TOOL:daily::stock_operation,TOOL:daily::apply_for_job,tool_to_tool
TOOL:daily::stock_operation,TOOL:daily::play_movie_by_title,tool_to_tool
TOOL:daily::book_flight,TOOL:daily::book_car,tool_to_tool
TOOL:daily::book_flight,TOOL:daily::book_hotel,tool_to_tool
TOOL:daily::book_flight,TOOL:daily::book_restaurant,tool_to_tool
TOOL:daily::book_flight,TOOL:daily::order_taxi,tool_to_tool
TOOL:daily::book_flight,TOOL:daily::auto_driving_to_destination,tool_to_tool
TOOL:daily::book_flight,TOOL:daily::order_food_delivery,tool_to_tool
TOOL:daily::book_flight,TOOL:daily::get_weather,tool_to_tool
TOOL:daily::book_flight,TOOL:daily::borrow_book_online,tool_to_tool
TOOL:daily::book_flight,TOOL:daily::deliver_package,tool_to_tool
TOOL:daily::book_hotel,TOOL:daily::book_restaurant,tool_to_tool
TOOL:daily::book_hotel,TOOL:daily::book_flight,tool_to_tool
TOOL:daily::book_hotel,TOOL:daily::book_car,tool_to_tool
TOOL:daily::book_hotel,TOOL:daily::borrow_book_online,tool_to_tool
TOOL:daily::book_hotel,TOOL:daily::attend_meeting_online,tool_to_tool
TOOL:daily::book_hotel,TOOL:daily::get_weather,tool_to_tool
TOOL:daily::book_hotel,TOOL:daily::organize_meeting_online,tool_to_tool
TOOL:daily::book_hotel,TOOL:daily::set_alarm,tool_to_tool
TOOL:daily::book_hotel,TOOL:daily::order_food_delivery,tool_to_tool
TOOL:daily::book_restaurant,TOOL:daily::book_hotel,tool_to_tool
TOOL:daily::book_restaurant,TOOL:daily::book_flight,tool_to_tool
TOOL:daily::book_restaurant,TOOL:daily::book_car,tool_to_tool
TOOL:daily::book_restaurant,TOOL:daily::order_food_delivery,tool_to_tool
TOOL:daily::book_restaurant,TOOL:daily::borrow_book_online,tool_to_tool
TOOL:daily::book_restaurant,TOOL:daily::sell_item_online,tool_to_tool
TOOL:daily::book_restaurant,TOOL:daily::get_weather,tool_to_tool
TOOL:daily::book_restaurant,TOOL:daily::set_alarm,tool_to_tool
TOOL:daily::book_restaurant,TOOL:daily::get_news_for_topic,tool_to_tool
TOOL:daily::book_car,TOOL:daily::book_flight,tool_to_tool
TOOL:daily::book_car,TOOL:daily::book_restaurant,tool_to_tool
TOOL:daily::book_car,TOOL:daily::book_hotel,tool_to_tool
TOOL:daily::book_car,TOOL:daily::auto_driving_to_destination,tool_to_tool
TOOL:daily::book_car,TOOL:daily::order_taxi,tool_to_tool
TOOL:daily::book_car,TOOL:daily::get_weather,tool_to_tool
TOOL:daily::book_car,TOOL:daily::borrow_book_online,tool_to_tool
TOOL:daily::book_car,TOOL:daily::order_food_delivery,tool_to_tool
TOOL:daily::book_car,TOOL:daily::play_movie_by_title,tool_to_tool
TOOL:daily::online_shopping,TOOL:daily::sell_item_online,tool_to_tool
TOOL:daily::online_shopping,TOOL:daily::buy_insurance,tool_to_tool
TOOL:daily::online_shopping,TOOL:daily::order_food_delivery,tool_to_tool
TOOL:daily::online_shopping,TOOL:daily::pay_for_credit_card,tool_to_tool
TOOL:daily::online_shopping,TOOL:daily::search_by_engine,tool_to_tool
TOOL:daily::online_shopping,TOOL:daily::deliver_package,tool_to_tool
TOOL:daily::online_shopping,TOOL:daily::online_banking,tool_to_tool
TOOL:daily::online_shopping,TOOL:multimedia::URL Extractor,tool_to_tool
TOOL:daily::online_shopping,TOOL:daily::borrow_book_online,tool_to_tool
TOOL:daily::send_email,TOOL:daily::send_sms,tool_to_tool
TOOL:daily::send_email,TOOL:daily::deliver_package,tool_to_tool
TOOL:daily::send_email,TOOL:daily::order_food_delivery,tool_to_tool
TOOL:daily::send_email,TOOL:daily::play_movie_by_title,tool_to_tool
TOOL:daily::send_email,TOOL:daily::search_by_engine,tool_to_tool
TOOL:daily::send_email,TOOL:daily::enroll_in_course,tool_to_tool
TOOL:daily::send_email,TOOL:daily::play_music_by_title,tool_to_tool
TOOL:daily::send_email,TOOL:daily::auto_driving_to_destination,tool_to_tool
TOOL:daily::send_email,TOOL:daily::attend_meeting_online,tool_to_tool
TOOL:daily::send_sms,TOOL:daily::make_voice_call,tool_to_tool
TOOL:daily::send_sms,TOOL:daily::make_video_call,tool_to_tool
TOOL:daily::send_sms,TOOL:daily::send_email,tool_to_tool
TOOL:daily::send_sms,TOOL:multimedia::Text-to-Image,tool_to_tool
TOOL:daily::send_sms,TOOL:huggingface::Text-to-Speech,tool_to_tool
TOOL:daily::send_sms,TOOL:multimedia::Text-to-Audio,tool_to_tool
TOOL:daily::send_sms,TOOL:huggingface::Conversational,tool_to_tool
TOOL:daily::send_sms,TOOL:multimedia::Text-to-Video,tool_to_tool
TOOL:daily::send_sms,TOOL:daily::order_food_delivery,tool_to_tool
TOOL:daily::share_by_social_network,TOOL:daily::get_news_for_topic,tool_to_tool
TOOL:daily::share_by_social_network,TOOL:daily::organize_meeting_online,tool_to_tool
TOOL:daily::share_by_social_network,TOOL:daily::sell_item_online,tool_to_tool
TOOL:daily::share_by_social_network,TOOL:daily::order_food_delivery,tool_to_tool
TOOL:daily::share_by_social_network,TOOL:multimedia::Video Search,tool_to_tool
TOOL:daily::share_by_social_network,TOOL:daily::online_shopping,tool_to_tool
TOOL:daily::share_by_social_network,TOOL:daily::attend_meeting_online,tool_to_tool
TOOL:daily::share_by_social_network,TOOL:daily::search_by_engine,tool_to_tool
TOOL:daily::share_by_social_network,TOOL:daily::play_music_by_title,tool_to_tool
TOOL:daily::search_by_engine,TOOL:multimedia::Image Search,tool_to_tool
TOOL:daily::search_by_engine,TOOL:multimedia::Text Search,tool_to_tool
TOOL:daily::search_by_engine,TOOL:multimedia::Video Search,tool_to_tool
TOOL:daily::search_by_engine,TOOL:daily::buy_insurance,tool_to_tool
TOOL:daily::search_by_engine,TOOL:daily::online_shopping,tool_to_tool
TOOL:daily::search_by_engine,TOOL:daily::get_news_for_topic,tool_to_tool
TOOL:daily::search_by_engine,TOOL:multimedia::Keyword Extractor,tool_to_tool
TOOL:daily::search_by_engine,TOOL:multimedia::URL Extractor,tool_to_tool
TOOL:daily::search_by_engine,TOOL:daily::apply_for_job,tool_to_tool
TOOL:daily::apply_for_job,TOOL:daily::deliver_package,tool_to_tool
TOOL:daily::apply_for_job,TOOL:daily::apply_for_passport,tool_to_tool
TOOL:daily::apply_for_job,TOOL:daily::play_movie_by_title,tool_to_tool
TOOL:daily::apply_for_job,TOOL:daily::search_by_engine,tool_to_tool
TOOL:daily::apply_for_job,TOOL:daily::online_banking,tool_to_tool
TOOL:daily::apply_for_job,TOOL:daily::stock_operation,tool_to_tool
TOOL:daily::apply_for_job,TOOL:daily::enroll_in_course,tool_to_tool
TOOL:daily::apply_for_job,TOOL:daily::order_food_delivery,tool_to_tool
TOOL:daily::apply_for_job,TOOL:daily::make_voice_call,tool_to_tool
TOOL:daily::see_doctor_online,TOOL:daily::consult_lawyer_online,tool_to_tool
TOOL:daily::see_doctor_online,TOOL:daily::buy_insurance,tool_to_tool
TOOL:daily::see_doctor_online,TOOL:daily::get_weather,tool_to_tool
TOOL:daily::see_doctor_online,TOOL:daily::attend_meeting_online,tool_to_tool
TOOL:daily::see_doctor_online,TOOL:daily::search_by_engine,tool_to_tool
TOOL:daily::see_doctor_online,TOOL:daily::get_news_for_topic,tool_to_tool
TOOL:daily::see_doctor_online,TOOL:daily::send_email,tool_to_tool
TOOL:daily::see_doctor_online,TOOL:daily::daily_bill_payment,tool_to_tool
TOOL:daily::see_doctor_online,TOOL:daily::organize_meeting_online,tool_to_tool
TOOL:daily::consult_lawyer_online,TOOL:daily::see_doctor_online,tool_to_tool
TOOL:daily::consult_lawyer_online,TOOL:daily::daily_bill_payment,tool_to_tool
TOOL:daily::consult_lawyer_online,TOOL:daily::stock_operation,tool_to_tool
TOOL:daily::consult_lawyer_online,TOOL:daily::buy_insurance,tool_to_tool
TOOL:daily::consult_lawyer_online,TOOL:daily::software_management,tool_to_tool
TOOL:daily::consult_lawyer_online,TOOL:daily::play_movie_by_title,tool_to_tool
TOOL:daily::consult_lawyer_online,TOOL:daily::auto_driving_to_destination,tool_to_tool
TOOL:daily::consult_lawyer_online,TOOL:daily::attend_meeting_online,tool_to_tool
TOOL:daily::consult_lawyer_online,TOOL:daily::apply_for_job,tool_to_tool
TOOL:daily::enroll_in_course,TOOL:daily::software_management,tool_to_tool
TOOL:daily::enroll_in_course,TOOL:daily::attend_meeting_online,tool_to_tool
TOOL:daily::enroll_in_course,TOOL:daily::borrow_book_online,tool_to_tool
TOOL:daily::enroll_in_course,TOOL:daily::buy_insurance,tool_to_tool
TOOL:daily::enroll_in_course,TOOL:daily::play_movie_by_title,tool_to_tool
TOOL:daily::enroll_in_course,TOOL:daily::send_email,tool_to_tool
TOOL:daily::enroll_in_course,TOOL:daily::apply_for_job,tool_to_tool
TOOL:daily::enroll_in_course,TOOL:daily::deliver_package,tool_to_tool
TOOL:daily::enroll_in_course,TOOL:daily::online_banking,tool_to_tool
TOOL:daily::buy_insurance,TOOL:daily::online_shopping,tool_to_tool
TOOL:daily::buy_insurance,TOOL:daily::search_by_engine,tool_to_tool
TOOL:daily::buy_insurance,TOOL:daily::stock_operation,tool_to_tool
TOOL:daily::buy_insurance,TOOL:daily::play_movie_by_title,tool_to_tool
TOOL:daily::buy_insurance,TOOL:daily::pay_for_credit_card,tool_to_tool
TOOL:daily::buy_insurance,TOOL:daily::sell_item_online,tool_to_tool
TOOL:daily::buy_insurance,TOOL:daily::daily_bill_payment,tool_to_tool
TOOL:daily::buy_insurance,TOOL:daily::see_doctor_online,tool_to_tool
TOOL:daily::buy_insurance,TOOL:daily::enroll_in_course,tool_to_tool
TOOL:daily::online_banking,TOOL:daily::stock_operation,tool_to_tool
TOOL:daily::online_banking,TOOL:daily::sell_item_online,tool_to_tool
TOOL:daily::online_banking,TOOL:daily::daily_bill_payment,tool_to_tool
TOOL:daily::online_banking,TOOL:daily::pay_for_credit_card,tool_to_tool
TOOL:daily::online_banking,TOOL:daily::order_food_delivery,tool_to_tool
TOOL:daily::online_banking,TOOL:daily::attend_meeting_online,tool_to_tool
TOOL:daily::online_banking,TOOL:daily::online_shopping,tool_to_tool
TOOL:daily::online_banking,TOOL:daily::organize_meeting_online,tool_to_tool
TOOL:daily::online_banking,TOOL:daily::order_taxi,tool_to_tool
TOOL:daily::daily_bill_payment,TOOL:daily::pay_for_credit_card,tool_to_tool
TOOL:daily::daily_bill_payment,TOOL:daily::online_banking,tool_to_tool
TOOL:daily::daily_bill_payment,TOOL:daily::print_document,tool_to_tool
TOOL:daily::daily_bill_payment,TOOL:daily::buy_insurance,tool_to_tool
TOOL:daily::daily_bill_payment,TOOL:daily::consult_lawyer_online,tool_to_tool
TOOL:daily::daily_bill_payment,TOOL:daily::make_voice_call,tool_to_tool
TOOL:daily::daily_bill_payment,TOOL:daily::deliver_package,tool_to_tool
TOOL:daily::daily_bill_payment,TOOL:daily::sell_item_online,tool_to_tool
TOOL:daily::daily_bill_payment,TOOL:daily::borrow_book_online,tool_to_tool
TOOL:daily::sell_item_online,TOOL:daily::online_shopping,tool_to_tool
TOOL:daily::sell_item_online,TOOL:daily::order_food_delivery,tool_to_tool
TOOL:daily::sell_item_online,TOOL:daily::online_banking,tool_to_tool
TOOL:daily::sell_item_online,TOOL:daily::stock_operation,tool_to_tool
TOOL:daily::sell_item_online,TOOL:daily::pay_for_credit_card,tool_to_tool
TOOL:daily::sell_item_online,TOOL:daily::buy_insurance,tool_to_tool
TOOL:daily::sell_item_online,TOOL:daily::book_restaurant,tool_to_tool
TOOL:daily::sell_item_online,TOOL:daily::deliver_package,tool_to_tool
TOOL:daily::sell_item_online,TOOL:daily::attend_meeting_online,tool_to_tool
TOOL:daily::do_tax_return,TOOL:daily::book_flight,tool_to_tool
TOOL:daily::do_tax_return,TOOL:daily::book_car,tool_to_tool
TOOL:daily::do_tax_return,TOOL:daily::apply_for_job,tool_to_tool
TOOL:daily::do_tax_return,TOOL:daily::book_hotel,tool_to_tool
TOOL:daily::do_tax_return,TOOL:daily::book_restaurant,tool_to_tool
TOOL:daily::do_tax_return,TOOL:daily::order_taxi,tool_to_tool
TOOL:daily::do_tax_return,TOOL:daily::stock_operation,tool_to_tool
TOOL:daily::do_tax_return,TOOL:daily::get_weather,tool_to_tool
TOOL:daily::do_tax_return,TOOL:daily::print_document,tool_to_tool
TOOL:daily::apply_for_passport,TOOL:daily::apply_for_job,tool_to_tool
TOOL:daily::apply_for_passport,TOOL:daily::print_document,tool_to_tool
TOOL:daily::apply_for_passport,TOOL:daily::make_voice_call,tool_to_tool
TOOL:daily::apply_for_passport,TOOL:daily::deliver_package,tool_to_tool
TOOL:daily::apply_for_passport,TOOL:daily::search_by_engine,tool_to_tool
TOOL:daily::apply_for_passport,TOOL:multimedia::Text Translator,tool_to_tool
TOOL:daily::apply_for_passport,TOOL:daily::do_tax_return,tool_to_tool
TOOL:daily::apply_for_passport,TOOL:daily::enroll_in_course,tool_to_tool
TOOL:daily::apply_for_passport,TOOL:huggingface::Token Classification,tool_to_tool
TOOL:daily::pay_for_credit_card,TOOL:daily::daily_bill_payment,tool_to_tool
TOOL:daily::pay_for_credit_card,TOOL:daily::online_shopping,tool_to_tool
TOOL:daily::pay_for_credit_card,TOOL:daily::online_banking,tool_to_tool
TOOL:daily::pay_for_credit_card,TOOL:daily::sell_item_online,tool_to_tool
TOOL:daily::pay_for_credit_card,TOOL:daily::buy_insurance,tool_to_tool
TOOL:daily::pay_for_credit_card,TOOL:daily::play_music_by_title,tool_to_tool
TOOL:daily::pay_for_credit_card,TOOL:daily::borrow_book_online,tool_to_tool
TOOL:daily::pay_for_credit_card,TOOL:daily::play_movie_by_title,tool_to_tool
TOOL:daily::pay_for_credit_card,TOOL:daily::make_video_call,tool_to_tool
TOOL:daily::auto_housework_by_robot,TOOL:daily::software_management,tool_to_tool
TOOL:daily::auto_housework_by_robot,TOOL:multimedia::Text-to-Video,tool_to_tool
TOOL:daily::auto_housework_by_robot,TOOL:multimedia::Text-to-Image,tool_to_tool
TOOL:daily::auto_housework_by_robot,TOOL:daily::set_alarm,tool_to_tool
TOOL:daily::auto_housework_by_robot,TOOL:huggingface::Conversational,tool_to_tool
TOOL:daily::auto_housework_by_robot,TOOL:huggingface::Text-to-Image,tool_to_tool
TOOL:daily::auto_housework_by_robot,TOOL:daily::stock_operation,tool_to_tool
TOOL:daily::auto_housework_by_robot,TOOL:huggingface::Text-to-Video,tool_to_tool
TOOL:daily::auto_housework_by_robot,TOOL:multimedia::Text-to-Audio,tool_to_tool
TOOL:daily::auto_driving_to_destination,TOOL:daily::book_car,tool_to_tool
TOOL:daily::auto_driving_to_destination,TOOL:daily::order_taxi,tool_to_tool
TOOL:daily::auto_driving_to_destination,TOOL:daily::deliver_package,tool_to_tool
TOOL:daily::auto_driving_to_destination,TOOL:daily::book_flight,tool_to_tool
TOOL:daily::auto_driving_to_destination,TOOL:daily::order_food_delivery,tool_to_tool
TOOL:daily::auto_driving_to_destination,TOOL:daily::play_movie_by_title,tool_to_tool
TOOL:daily::auto_driving_to_destination,TOOL:daily::send_email,tool_to_tool
TOOL:daily::auto_driving_to_destination,TOOL:daily::stock_operation,tool_to_tool
TOOL:daily::auto_driving_to_destination,TOOL:daily::play_music_by_title,tool_to_tool
TOOL:daily::deliver_package,TOOL:daily::order_food_delivery,tool_to_tool
TOOL:daily::deliver_package,TOOL:daily::auto_driving_to_destination,tool_to_tool
TOOL:daily::deliver_package,TOOL:daily::order_taxi,tool_to_tool
TOOL:daily::deliver_package,TOOL:daily::send_email,tool_to_tool
TOOL:daily::deliver_package,TOOL:daily::apply_for_job,tool_to_tool
TOOL:daily::deliver_package,TOOL:daily::book_flight,tool_to_tool
TOOL:daily::deliver_package,TOOL:daily::software_management,tool_to_tool
TOOL:daily::deliver_package,TOOL:daily::online_shopping,tool_to_tool
TOOL:daily::deliver_package,TOOL:daily::borrow_book_online,tool_to_tool
TOOL:daily::order_food_delivery,TOOL:daily::order_taxi,tool_to_tool
TOOL:daily::order_food_delivery,TOOL:daily::deliver_package,tool_to_tool
TOOL:daily::order_food_delivery,TOOL:daily::book_restaurant,tool_to_tool
TOOL:daily::order_food_delivery,TOOL:daily::sell_item_online,tool_to_tool
TOOL:daily::order_food_delivery,TOOL:daily::book_flight,tool_to_tool
TOOL:daily::order_food_delivery,TOOL:daily::auto_driving_to_destination,tool_to_tool
TOOL:daily::order_food_delivery,TOOL:daily::online_shopping,tool_to_tool
TOOL:daily::order_food_delivery,TOOL:daily::online_banking,tool_to_tool
TOOL:daily::order_food_delivery,TOOL:daily::stock_operation,tool_to_tool
TOOL:daily::order_taxi,TOOL:daily::order_food_delivery,tool_to_tool
TOOL:daily::order_taxi,TOOL:daily::auto_driving_to_destination,tool_to_tool
TOOL:daily::order_taxi,TOOL:daily::book_flight,tool_to_tool
TOOL:daily::order_taxi,TOOL:daily::deliver_package,tool_to_tool
TOOL:daily::order_taxi,TOOL:daily::book_car,tool_to_tool
TOOL:daily::order_taxi,TOOL:daily::stock_operation,tool_to_tool
TOOL:daily::order_taxi,TOOL:daily::online_banking,tool_to_tool
TOOL:daily::order_taxi,TOOL:daily::book_restaurant,tool_to_tool
TOOL:daily::order_taxi,TOOL:daily::sell_item_online,tool_to_tool
TOOL:daily::play_music_by_title,TOOL:huggingface::Audio Classification,tool_to_tool
TOOL:daily::play_music_by_title,TOOL:multimedia::Audio Noise Reduction,tool_to_tool
TOOL:daily::play_music_by_title,TOOL:multimedia::Audio-to-Text,tool_to_tool
TOOL:daily::play_music_by_title,TOOL:multimedia::Audio-to-Image,tool_to_tool
TOOL:daily::play_music_by_title,TOOL:huggingface::Audio-to-Audio,tool_to_tool
TOOL:daily::play_music_by_title,TOOL:huggingface::Automatic Speech Recognition,tool_to_tool
TOOL:daily::play_movie_by_title,TOOL:multimedia::Video-to-Audio,tool_to_tool
TOOL:daily::play_movie_by_title,TOOL:multimedia::Video-to-Text,tool_to_tool
TOOL:daily::play_movie_by_title,TOOL:multimedia::Video-to-Image,tool_to_tool
TOOL:daily::play_movie_by_title,TOOL:multimedia::Video Stabilizer,tool_to_tool
TOOL:daily::take_note,TOOL:daily::daily_bill_payment,tool_to_tool
TOOL:daily::take_note,TOOL:multimedia::Text Summarizer,tool_to_tool
TOOL:daily::take_note,TOOL:multimedia::Text Expander,tool_to_tool
TOOL:daily::take_note,TOOL:daily::recording_audio,tool_to_tool
TOOL:daily::take_note,TOOL:daily::attend_meeting_online,tool_to_tool
TOOL:daily::take_note,TOOL:daily::get_news_for_topic,tool_to_tool
TOOL:daily::take_note,TOOL:multimedia::Text Sentiment Analysis,tool_to_tool
TOOL:daily::take_note,TOOL:multimedia::Text Grammar Checker,tool_to_tool
TOOL:daily::take_note,TOOL:daily::print_document,tool_to_tool
TOOL:daily::borrow_book_online,TOOL:daily::book_flight,tool_to_tool
TOOL:daily::borrow_book_online,TOOL:daily::book_restaurant,tool_to_tool
TOOL:daily::borrow_book_online,TOOL:daily::print_document,tool_to_tool
TOOL:daily::borrow_book_online,TOOL:daily::book_car,tool_to_tool
TOOL:daily::borrow_book_online,TOOL:daily::book_hotel,tool_to_tool
TOOL:daily::borrow_book_online,TOOL:daily::deliver_package,tool_to_tool
TOOL:daily::borrow_book_online,TOOL:daily::enroll_in_course,tool_to_tool
TOOL:daily::borrow_book_online,TOOL:daily::pay_for_credit_card,tool_to_tool
TOOL:daily::borrow_book_online,TOOL:daily::online_shopping,tool_to_tool
TOOL:daily::recording_audio,TOOL:huggingface::Audio-to-Audio,tool_to_tool
TOOL:daily::recording_audio,TOOL:multimedia::Audio-to-Image,tool_to_tool
TOOL:daily::recording_audio,TOOL:huggingface::Audio Classification,tool_to_tool
TOOL:daily::recording_audio,TOOL:multimedia::Audio-to-Text,tool_to_tool
TOOL:daily::recording_audio,TOOL:multimedia::Audio Noise Reduction,tool_to_tool
TOOL:daily::recording_audio,TOOL:huggingface::Automatic Speech Recognition,tool_to_tool
TOOL:daily::make_video_call,TOOL:daily::make_voice_call,tool_to_tool
TOOL:daily::make_video_call,TOOL:daily::send_sms,tool_to_tool
TOOL:daily::make_video_call,TOOL:multimedia::Text-to-Video,tool_to_tool
TOOL:daily::make_video_call,TOOL:huggingface::Text-to-Video,tool_to_tool
TOOL:daily::make_video_call,TOOL:multimedia::Video Search,tool_to_tool
